,datayear,oshpd_id9,COUNTY,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TYPE_LIC,TYPE_CNTRL,TRAUMA_CTR,ED_LIC_LEVL_BEGIN,RURAL_HOSPITAL_FLAG,TEACH_HOSP,GAC_BED_LIC_SUBTOTL,MSSA_DESIGNATION,Sex_Male,Sex_Female,Sex_Unknown,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Hospice_Care,Home_Health_Service,Residential_Care_Facility,Routine,Psychiatric_Care,SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,ED_Visit,All_Other,English,Spanish
19,2011,106060870,Colusa,199 EAST WEBSTER STREET,COLUSA,95932,General Acute Care,Non-Profit Corporation (incl. Church-related),Level IV,Standby,,NO,42,,2414.0,2609.0,,772.0,686.0,681.0,599.0,549.0,461.0,392.0,289.0,380.0,214.0,,39.0,77.0,2068.0,91.0,51.0,9.0,2688.0,180.0,36.0,9.0,,6.0,,4668.0,22.0,39.0,1749.0,1037.0,332.0,1515.0,,5023.0,18.0,3731.0,1274.0
20,2011,106070904,Contra Costa,2000 VALE ROAD,SAN PABLO,94806,General Acute Care,District,,Basic,,NO,189,,14178.0,19799.0,,3925.0,3463.0,5981.0,5082.0,4839.0,4474.0,2613.0,1529.0,1401.0,670.0,,2321.0,13002.0,9592.0,34.0,998.0,32.0,7998.0,531.0,687.0,76.0,16.0,1.0,,32207.0,126.0,234.0,4856.0,5635.0,801.0,14247.0,,33977.0,531.0,29448.0,3998.0
21,2011,106070924,Contra Costa,2500 ALHAMBRA AVENUE,MARTINEZ,94553,General Acute Care,City and/or County,,Basic,,NO,123,,22941.0,27066.0,,3883.0,3721.0,10149.0,8353.0,8835.0,8325.0,3719.0,1264.0,566.0,1192.0,,3299.0,6901.0,16405.0,148.0,2635.0,77.0,20542.0,503.0,283.0,13.0,,,,47827.0,1232.0,143.0,19119.0,3779.0,13714.0,6125.0,,50007.0,1514.0,39021.0,9472.0
22,2011,106070934,Contra Costa,3901 LONE TREE WAY,ANTIOCH,94509,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,145,,19448.0,27267.0,1.0,7916.0,6324.0,8713.0,6276.0,6161.0,4605.0,2336.0,1358.0,1340.0,1687.0,,1990.0,12611.0,13304.0,37.0,576.0,51.0,18147.0,573.0,1159.0,70.0,,,,44604.0,240.0,,22543.0,5976.0,1050.0,8820.0,,46716.0,262.0,42535.0,3919.0
23,2011,106070988,Contra Costa,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,General Acute Care,Non-Profit Corporation (incl. Church-related),Level II,Basic,,NO,330,,15340.0,19558.0,,3564.0,3656.0,4185.0,3802.0,4648.0,4083.0,3249.0,2636.0,4401.0,674.0,,2057.0,1612.0,2295.0,41.0,2947.0,337.0,25609.0,162.0,170.0,79.0,37.0,22.0,,33778.0,240.0,319.0,836.0,8131.0,2652.0,20962.0,,34898.0,591.0,33661.0,646.0
24,2011,106070990,Contra Costa,1425 SOUTH MAIN STREET,WALNUT CREEK,94596,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,233,,19425.0,23356.0,2.0,3868.0,4358.0,4631.0,4251.0,5047.0,5528.0,4765.0,4238.0,5429.0,668.0,,4530.0,2158.0,4934.0,137.0,846.0,928.0,29250.0,314.0,430.0,78.0,77.0,73.0,11.0,41048.0,298.0,330.0,1393.0,11646.0,98.0,27672.0,,42783.0,566.0,41024.0,1193.0
25,2011,106071018,Contra Costa,2540 EAST STREET,CONCORD,94520,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,313,,17383.0,22959.0,1.0,5093.0,4201.0,6342.0,5366.0,5756.0,5227.0,3099.0,2218.0,2063.0,978.0,,1385.0,4868.0,9567.0,67.0,5784.0,393.0,18279.0,703.0,333.0,73.0,3.0,51.0,,37961.0,523.0,403.0,13187.0,8209.0,1776.0,10631.0,,40343.0,526.0,35440.0,4377.0
26,2011,106074017,Contra Costa,6001 NORRIS CANYON ROAD,SAN RAMON,94583,General Acute Care,Investor - Corporation,,Basic,,NO,123,,6298.0,7419.0,,1586.0,1721.0,1419.0,1673.0,2087.0,1799.0,1321.0,859.0,1060.0,192.0,,1187.0,552.0,605.0,8.0,1551.0,95.0,9719.0,128.0,194.0,27.0,3.0,49.0,1.0,13214.0,67.0,34.0,281.0,2544.0,507.0,9434.0,,13717.0,138.0,13498.0,81.0
27,2011,106074097,Contra Costa,4501 SAND CREEK ROAD,ANTIOCH,94531,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,150,,14769.0,19316.0,,4399.0,4670.0,4459.0,3863.0,4760.0,4111.0,2795.0,2193.0,2079.0,756.0,,2320.0,7136.0,7251.0,112.0,876.0,886.0,15504.0,222.0,430.0,34.0,24.0,74.0,1.0,32776.0,155.0,110.0,4184.0,6119.0,138.0,20723.0,,34085.0,282.0,32110.0,1693.0
28,2011,106084001,Del Norte,800 EAST WASHINGTON BOULEVARD,CRESCENT CITY,95531,General Acute Care,Non-Profit Corporation (incl. Church-related),Level IV,Basic,,NO,59,,9229.0,10749.0,,1838.0,1930.0,3383.0,2770.0,2722.0,2425.0,1833.0,1346.0,1222.0,509.0,,270.0,159.0,1087.0,883.0,90.0,98.0,17391.0,527.0,138.0,56.0,,,,18863.0,28.0,111.0,8795.0,4789.0,1167.0,3209.0,,19978.0,140.0,19543.0,295.0
29,2011,106090793,El Dorado,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,69,,8029.0,7855.0,,1680.0,1681.0,3425.0,2330.0,2105.0,2138.0,1198.0,588.0,405.0,334.0,,331.0,257.0,1008.0,13.0,2089.0,41.0,12145.0,395.0,217.0,15.0,,2.0,5.0,15127.0,33.0,7.0,5060.0,2010.0,729.0,5726.0,,15884.0,119.0,14745.0,1020.0
30,2011,106090933,El Dorado,1100 MARSHALL WAY,PLACERVILLE,95667,General Acute Care,Non-Profit Corporation (incl. Church-related),Level III,Basic,,NO,91,,9855.0,11863.0,,2141.0,2324.0,3230.0,2598.0,2980.0,2829.0,1885.0,1416.0,1822.0,493.0,,124.0,177.0,1691.0,97.0,125.0,13.0,19491.0,641.0,437.0,57.0,1.0,53.0,,20057.0,252.0,88.0,8023.0,4568.0,789.0,6612.0,,21718.0,49.0,21063.0,606.0
31,2011,106100005,Fresno,2755 HERNDON AVENUE,CLOVIS,93612,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,109,,11105.0,17144.0,1.0,1984.0,3190.0,5737.0,5047.0,3995.0,3261.0,2081.0,1289.0,1303.0,363.0,,26.0,16.0,19045.0,108.0,831.0,10.0,8214.0,338.0,328.0,37.0,4.0,13.0,,26971.0,348.0,91.0,9070.0,3122.0,2459.0,9466.0,,28250.0,257.0,27229.0,764.0
32,2011,106100697,Fresno,1191 PHELPS AVENUE,COALINGA,93210,General Acute Care,District,,Standby,,NO,24,,4516.0,4224.0,,1599.0,1236.0,1514.0,1213.0,1070.0,896.0,457.0,262.0,168.0,325.0,,79.0,344.0,5366.0,17.0,85.0,,2849.0,736.0,216.0,15.0,,1.0,,7708.0,10.0,38.0,1040.0,694.0,1246.0,4440.0,,8740.0,19.0,6784.0,1937.0
33,2011,106100717,Fresno,2823 FRESNO AND R STREETS,FRESNO,93721,General Acute Care,Non-Profit Corporation (incl. Church-related),Level I,Comprehensive,,YES,626,,41050.0,39093.0,3.0,5002.0,7432.0,17260.0,13543.0,14871.0,12334.0,4913.0,2061.0,1379.0,1346.0,5.0,75.0,135.0,37199.0,52.0,7392.0,22.0,35271.0,551.0,1817.0,258.0,94.0,228.0,18.0,71330.0,3758.0,669.0,34407.0,7600.0,17126.0,5152.0,,80146.0,1208.0,67626.0,11312.0
34,2011,106100797,Fresno,372 WEST CYPRESS AVENUE,REEDLEY,93654,General Acute Care,District,,Standby,,NO,49,,6783.0,8176.0,,3354.0,2300.0,2606.0,1813.0,1421.0,919.0,722.0,516.0,518.0,790.0,,98.0,66.0,4399.0,3.0,408.0,193.0,9792.0,529.0,728.0,38.0,,1.0,,13567.0,,6.0,8011.0,1656.0,230.0,2012.0,,14959.0,146.0,10987.0,3826.0
35,2011,106100899,Fresno,1303 EAST HERNDON AVENUE,FRESNO,93720,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,436,,21947.0,34298.0,,3751.0,5565.0,11867.0,8563.0,7241.0,6459.0,4444.0,3454.0,4155.0,747.0,,1801.0,6306.0,20282.0,181.0,1888.0,610.0,25178.0,371.0,580.0,117.0,,,,54085.0,868.0,60.0,25149.0,11811.0,1214.0,12590.0,,56246.0,892.0,53230.0,2124.0
36,2011,106104062,Fresno,7300 NORTH FRESNO STREET,FRESNO,93720,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,169,,10143.0,13332.0,1.0,2072.0,2681.0,2698.0,2313.0,2693.0,2861.0,2491.0,2578.0,2815.0,274.0,,1191.0,1874.0,8147.0,158.0,336.0,86.0,11684.0,53.0,143.0,23.0,20.0,5.0,7.0,22477.0,230.0,205.0,523.0,7109.0,98.0,14388.0,,23476.0,164.0,22230.0,1082.0
37,2011,106110889,Glenn,1133 WEST SYCAMORE STREET,WILLOWS,95988,General Acute Care,Non-Profit Corporation (incl. Church-related),Level IV,Standby,,NO,47,,2170.0,2513.0,,528.0,574.0,893.0,575.0,574.0,530.0,368.0,269.0,285.0,87.0,,98.0,68.0,879.0,63.0,38.0,,3537.0,223.0,27.0,5.0,,,4.0,4315.0,50.0,50.0,1703.0,984.0,154.0,1108.0,,4683.0,23.0,4454.0,206.0
38,2011,106121002,Humboldt,3800 JANES ROAD,ARCATA,95521,General Acute Care,Investor - Corporation,,Basic,,NO,78,,6797.0,7139.0,1.0,1222.0,1646.0,3290.0,2168.0,1475.0,1627.0,1023.0,638.0,637.0,211.0,,80.0,319.0,507.0,1181.0,149.0,,11701.0,330.0,142.0,25.0,,8.0,2.0,13332.0,95.0,3.0,4189.0,2711.0,853.0,4375.0,,13937.0,56.0,13768.0,113.0
39,2011,106121031,Humboldt,733 CEDAR STREET,GARBERVILLE,95542,General Acute Care,District,,Standby,,NO,9,,1496.0,1068.0,,179.0,217.0,504.0,425.0,324.0,349.0,283.0,141.0,122.0,20.0,,20.0,33.0,113.0,77.0,10.0,22.0,2289.0,8.0,82.0,1.0,,,,2218.0,8.0,,707.0,510.0,81.0,512.0,,2564.0,8.0,2525.0,31.0
40,2011,106121051,Humboldt,3300 RENNER DRIVE,FORTUNA,95540,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,35,,4954.0,5755.0,,1101.0,1215.0,1796.0,1443.0,1223.0,1450.0,882.0,611.0,738.0,250.0,,57.0,79.0,720.0,233.0,205.0,71.0,9344.0,457.0,65.0,26.0,1.0,,,10033.0,10.0,9.0,3508.0,2602.0,839.0,2249.0,,10709.0,38.0,10312.0,359.0
41,2011,106121080,Humboldt,2700 DOLBEER STREET,EUREKA,95501,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,146,,9296.0,10040.0,,1451.0,1580.0,3753.0,2998.0,2786.0,2728.0,1681.0,996.0,1066.0,297.0,,357.0,514.0,833.0,744.0,439.0,270.0,16179.0,138.0,89.0,68.0,2.0,3.0,1.0,18288.0,178.0,38.0,5874.0,4400.0,2183.0,4009.0,,19336.0,216.0,18785.0,335.0
42,2011,106130699,Imperial,1415 ROSS AVENUE,EL CENTRO,92243,General Acute Care,City and/or County,Level IV,Basic,,NO,165,,18729.0,21356.0,6.0,6463.0,5241.0,6010.0,4555.0,4405.0,4082.0,2898.0,2626.0,2270.0,1541.0,,127.0,834.0,32667.0,26.0,711.0,209.0,5517.0,475.0,479.0,68.0,,,,38582.0,12.0,13.0,18879.0,7620.0,1567.0,8281.0,,40091.0,22.0,25671.0,14398.0
43,2011,106130760,Imperial,207 WEST LEGION ROAD,BRAWLEY,92227,General Acute Care,District,Level IV,Basic,,NO,107,,17012.0,21605.0,2.0,7035.0,5355.0,6512.0,5286.0,4616.0,3576.0,2027.0,1430.0,1093.0,1689.0,,71.0,661.0,30032.0,14.0,610.0,427.0,6804.0,665.0,350.0,27.0,3.0,19.0,,37197.0,,15.0,18789.0,4460.0,1539.0,10722.0,,38619.0,65.0,32258.0,6296.0
44,2011,106141273,Inyo,150 PIONEER LANE,BISHOP,93514,General Acute Care,District,,Basic,,NO,25,,3510.0,3561.0,,740.0,853.0,906.0,771.0,837.0,899.0,713.0,552.0,675.0,125.0,,38.0,30.0,988.0,680.0,11.0,55.0,5269.0,164.0,32.0,18.0,1.0,2.0,,6778.0,2.0,12.0,1902.0,1815.0,351.0,2257.0,,7071.0,53.0,6586.0,432.0
45,2011,106141338,Inyo,501 EAST LOCUST STREET,LONE PINE,93545,General Acute Care,District,,Standby,,NO,4,,598.0,523.0,,92.0,147.0,129.0,121.0,138.0,170.0,139.0,72.0,70.0,43.0,,7.0,16.0,173.0,86.0,8.0,,831.0,55.0,6.0,7.0,,1.0,,1019.0,1.0,1.0,255.0,211.0,91.0,388.0,,1121.0,3.0,1098.0,20.0
46,2011,106150706,Kern,1401 GARCES HIGHWAY,DELANO,93215,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,111,,9798.0,10756.0,,4972.0,3001.0,3217.0,2446.0,1918.0,1469.0,908.0,692.0,505.0,1426.0,,800.0,422.0,17168.0,7.0,502.0,26.0,1629.0,468.0,,57.0,,,546.0,19404.0,1.0,78.0,10999.0,1810.0,1134.0,3473.0,,20554.0,70.0,13847.0,6637.0
47,2011,106150722,Kern,420 - 34TH STREET,BAKERSFIELD,93301,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,418,,21492.0,29152.0,,12826.0,7052.0,8692.0,5466.0,4176.0,3576.0,1991.0,1209.0,1037.0,4619.0,,450.0,5416.0,27970.0,72.0,1672.0,40.0,15024.0,262.0,270.0,55.0,3.0,,5.0,49840.0,36.0,31.0,31638.0,5314.0,809.0,6274.0,,50644.0,57.0,44657.0,5930.0
48,2011,106150736,Kern,1700 MOUNT VERNON AVENUE,BAKERSFIELD,93306,General Acute Care,City and/or County,Level II,Basic,,YES,197,,19817.0,17001.0,,3582.0,3924.0,7875.0,5935.0,6373.0,5375.0,1818.0,401.0,170.0,1365.0,,250.0,4214.0,5662.0,77.0,14321.0,272.0,12022.0,9.0,5888.0,117.0,11.0,,,28869.0,,,16435.0,1520.0,4087.0,4363.0,,36818.0,150.0,29505.0,7163.0
49,2011,106150737,Kern,6412 LAUREL AVENUE,LAKE ISABELLA,93240,General Acute Care,District,,Standby,,NO,27,,2730.0,2981.0,,441.0,696.0,725.0,620.0,662.0,908.0,591.0,520.0,477.0,71.0,,11.0,40.0,325.0,38.0,115.0,195.0,4987.0,,,,,201.0,,5466.0,,7.0,1865.0,1751.0,200.0,1070.0,,5711.0,13.0,5689.0,9.0
50,2011,106150761,Kern,2215 TRUXTUN AVENUE,BAKERSFIELD,93301,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,144,,24409.0,30729.0,,8997.0,7677.0,10673.0,7691.0,6183.0,5220.0,2997.0,1657.0,1655.0,2388.0,,1082.0,6411.0,21576.0,92.0,905.0,155.0,24917.0,823.0,438.0,155.0,5.0,3.0,21.0,53424.0,144.0,30.0,20067.0,7821.0,1568.0,15975.0,,55138.0,212.0,50578.0,4348.0
51,2011,106150782,Kern,1081 NORTH CHINA LAKE BLVD.,RIDGECREST,93555,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,98,,6403.0,7969.0,,1640.0,1623.0,2423.0,1786.0,1882.0,1759.0,1128.0,891.0,831.0,409.0,,219.0,925.0,1857.0,9.0,242.0,197.0,10923.0,456.0,157.0,36.0,3.0,3.0,,13580.0,16.0,40.0,4186.0,2827.0,1716.0,3487.0,,14372.0,42.0,13929.0,401.0
52,2011,106150788,Kern,2615 CHESTER AVENUE,BAKERSFIELD,93301,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,255,,21777.0,29045.0,,8839.0,6361.0,9231.0,6513.0,6052.0,4867.0,2929.0,1985.0,1377.0,2662.0,6.0,419.0,6154.0,23636.0,80.0,873.0,583.0,19077.0,629.0,1996.0,57.0,19.0,117.0,29.0,47306.0,59.0,233.0,20918.0,6601.0,1863.0,13331.0,,50822.0,80.0,45278.0,5464.0
53,2011,106150808,Kern,115 WEST E STREET,TEHACHAPI,93561,General Acute Care,District,,Standby,,NO,28,,4909.0,5835.0,,1738.0,1483.0,1578.0,1283.0,1237.0,1160.0,774.0,675.0,517.0,298.0,1.0,66.0,583.0,2033.0,22.0,,62.0,7978.0,612.0,371.0,20.0,,,4.0,9657.0,,,3909.0,2618.0,,,,10744.0,3.0,10374.0,367.0
54,2011,106154101,Kern,3001 SILLECT AVENUE,BAKERSFIELD,93308,General Acute Care,Investor - Corporation,,Basic,,NO,47,,4039.0,4777.0,,571.0,630.0,1392.0,1272.0,1321.0,1193.0,894.0,766.0,681.0,96.0,,49.0,391.0,1815.0,1.0,99.0,1.0,6460.0,185.0,556.0,24.0,3.0,10.0,,7899.0,7.0,13.0,2496.0,2557.0,99.0,2078.0,,8816.0,19.0,8621.0,176.0
55,2011,106160702,Kings,1310 HANNA AVENUE,CORCORAN,93212,General Acute Care,District,,Standby,,NO,32,,2964.0,3397.0,1.0,1304.0,823.0,1107.0,869.0,922.0,522.0,345.0,148.0,74.0,248.0,,6.0,378.0,2913.0,17.0,31.0,245.0,2772.0,88.0,31.0,11.0,,,,6223.0,,,3073.0,820.0,106.0,1240.0,,6362.0,2.0,5594.0,766.0
