,datayear,oshpd_id9,COUNTY,FAC_ADDRESS_ONE,FAC_CITY,FAC_ZIPCODE,TYPE_LIC,TYPE_CNTRL,TRAUMA_CTR,ED_LIC_LEVL_BEGIN,RURAL_HOSPITAL_FLAG,TEACH_HOSP,GAC_BED_LIC_SUBTOTL,MSSA_DESIGNATION,Sex_Male,Sex_Female,Sex_Unknown,Age_01_09,Age_10_19,Age_20_29,Age_30_39,Age_40_49,Age_50_59,Age_60_69,Age_70_79,Age_80_,Age_Under_1,Age_Unknown,Asian_Pacific_Island,Black,Hispanic,Native_American_Eski,Other_Race,Unknown_Race,White,Acute_Care,Against_Medical_Advice,Died,Hospice_Care,Home_Health_Service,Residential_Care_Facility,Routine,Psychiatric_Care,SN_IC_Care,Medi_Cal,Medicare,Other_Payer,Private_Coverage,SelfPay,ED_Visit,All_Other,English,Spanish
10,2009,106013619,Alameda,13855 EAST 14TH STREET,SAN LEANDRO,94578,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,93,,9398.0,14129.0,3.0,992.0,2076.0,4836.0,3888.0,4091.0,3731.0,1683.0,901.0,1182.0,150.0,,1498.0,12023.0,3575.0,226.0,839.0,296.0,5073.0,175.0,485.0,65.0,3.0,11.0,,21849.0,680.0,216.0,3875.0,4470.0,7178.0,3360.0,,23530.0,283.0,22602.0,645.0
11,2009,106013687,Alameda,"3012 SUMMIT STREET, 5TH FLOOR",OAKLAND,94609,Chemical Dependency Recovery Hospital,Non-Profit Corporation (incl. Church-related),,0,,NO,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2009,106014050,Alameda,5555 WEST LAS POSITAS BLVD.,PLEASANTON,94588,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,143,,11441.0,13141.0,1.0,3628.0,2987.0,3977.0,3598.0,3543.0,2530.0,1505.0,1000.0,1024.0,791.0,,2248.0,1615.0,4057.0,46.0,1127.0,121.0,15369.0,435.0,172.0,53.0,1.0,,,23464.0,437.0,19.0,4721.0,2987.0,1537.0,11680.0,,24583.0,1030.0,21834.0,1719.0
13,2009,106034002,Amador,200 MISSION BLVD,JACKSON,95642,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,52,,6972.0,8522.0,,1629.0,1850.0,2288.0,1763.0,2198.0,2074.0,1375.0,954.0,1052.0,311.0,,77.0,95.0,531.0,88.0,27.0,3.0,14673.0,467.0,77.0,23.0,,,,14882.0,42.0,1.0,4351.0,3367.0,819.0,4791.0,,15494.0,40.0,15247.0,207.0
14,2009,106040802,Butte,240 SPRUCE STREET,GRIDLEY,95948,General Acute Care,Non-Profit Corporation (incl. Church-related),Level IV,Standby,,NO,24,,3180.0,3930.0,,1119.0,1031.0,884.0,856.0,831.0,720.0,487.0,463.0,519.0,200.0,,79.0,43.0,1748.0,32.0,64.0,7.0,5137.0,,,,,,,7098.0,,,3293.0,1641.0,194.0,1303.0,,7110.0,145.0,5670.0,1295.0
15,2009,106040875,Butte,5974 PENTZ ROAD,PARADISE,95969,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,101,,6739.0,8936.0,,1405.0,1597.0,2254.0,1871.0,2012.0,2225.0,1318.0,1199.0,1504.0,290.0,,40.0,81.0,441.0,,8.0,123.0,14982.0,182.0,373.0,34.0,,22.0,1.0,14824.0,,16.0,6173.0,4440.0,339.0,3359.0,,15675.0,24.0,15618.0,33.0
16,2009,106040937,Butte,2767 OLIVE HIGHWAY,OROVILLE,95966,General Acute Care,Non-Profit Corporation (incl. Church-related),Level III,Basic,,NO,133,,10106.0,12511.0,,2486.0,2664.0,4050.0,3055.0,3829.0,2850.0,1395.0,815.0,873.0,600.0,,637.0,733.0,1537.0,705.0,287.0,4.0,18714.0,262.0,541.0,46.0,,,,21484.0,245.0,38.0,11408.0,4101.0,1024.0,3803.0,,22617.0,564.0,21591.0,462.0
17,2009,106040962,Butte,1531 ESPLANADE,CHICO,95926,General Acute Care,Non-Profit Corporation (incl. Church-related),Level II,Basic,,NO,208,,13180.0,15397.0,2.0,2705.0,3397.0,6269.0,3501.0,3798.0,3175.0,1903.0,1306.0,1778.0,747.0,,420.0,933.0,3729.0,286.0,1316.0,111.0,21784.0,151.0,379.0,77.0,2.0,19.0,3.0,27077.0,447.0,309.0,9093.0,5546.0,2661.0,8255.0,,28579.0,417.0,26592.0,1570.0
18,2009,106050932,Calaveras,768 MOUNTAIN RANCH ROAD,SAN ANDREAS,95249,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,48,,4445.0,4934.0,,916.0,1385.0,1345.0,1018.0,1239.0,1245.0,866.0,663.0,580.0,122.0,,56.0,95.0,433.0,35.0,53.0,64.0,8643.0,197.0,132.0,21.0,1.0,,2.0,8928.0,71.0,5.0,2376.0,2054.0,345.0,2812.0,,9379.0,53.0,9245.0,81.0
19,2009,106060870,Colusa,199 EAST WEBSTER STREET,COLUSA,95932,General Acute Care,Non-Profit Corporation (incl. Church-related),Level IV,Standby,,NO,42,,2545.0,2807.0,,955.0,733.0,743.0,589.0,612.0,457.0,365.0,296.0,356.0,246.0,,46.0,79.0,2145.0,83.0,45.0,4.0,2950.0,184.0,16.0,7.0,,5.0,,5060.0,38.0,40.0,1793.0,1032.0,320.0,1653.0,,5352.0,32.0,4011.0,1309.0
20,2009,106070904,Contra Costa,2000 VALE ROAD,SAN PABLO,94806,General Acute Care,District,,Basic,,NO,189,,14829.0,19937.0,,4530.0,4079.0,6250.0,4687.0,5096.0,4260.0,2250.0,1363.0,1346.0,905.0,,2204.0,13505.0,9870.0,16.0,975.0,57.0,8139.0,502.0,727.0,68.0,6.0,,4.0,33087.0,119.0,165.0,5745.0,5232.0,908.0,14921.0,,34766.0,460.0,30472.0,3834.0
21,2009,106070924,Contra Costa,2500 ALHAMBRA AVENUE,MARTINEZ,94553,General Acute Care,City and/or County,,Basic,,NO,123,,25142.0,28712.0,,4497.0,5405.0,12005.0,8537.0,9566.0,7628.0,3154.0,980.0,500.0,1582.0,,2861.0,7938.0,17816.0,193.0,2605.0,152.0,22289.0,465.0,476.0,23.0,,,,46135.0,6649.0,104.0,21720.0,3718.0,16082.0,3428.0,,53854.0,1180.0,42068.0,10606.0
22,2009,106070934,Contra Costa,3901 LONE TREE WAY,ANTIOCH,94509,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,145,,19483.0,26338.0,2.0,8062.0,6554.0,8555.0,5952.0,6075.0,4042.0,2102.0,1417.0,1238.0,1825.0,1.0,1788.0,11550.0,13099.0,38.0,670.0,74.0,18604.0,652.0,1074.0,74.0,,,,43804.0,205.0,,21555.0,5485.0,1060.0,9964.0,,45823.0,182.0,42266.0,3375.0
23,2009,106070988,Contra Costa,1601 YGNACIO VALLEY ROAD,WALNUT CREEK,94598,General Acute Care,Non-Profit Corporation (incl. Church-related),Level II,Basic,,NO,330,,16519.0,20609.0,,3972.0,4364.0,4551.0,4345.0,5137.0,4205.0,2878.0,2610.0,4297.0,769.0,,1698.0,1710.0,2101.0,8.0,3934.0,662.0,27015.0,385.0,151.0,71.0,28.0,4.0,,35890.0,197.0,368.0,1435.0,7314.0,2414.0,23433.0,,37128.0,543.0,36048.0,537.0
24,2009,106070990,Contra Costa,1425 SOUTH MAIN STREET,WALNUT CREEK,94596-5300,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,233,,15813.0,19508.0,1.0,2959.0,3409.0,3918.0,3609.0,4342.0,4571.0,3848.0,3481.0,4620.0,565.0,,3240.0,1846.0,3882.0,89.0,797.0,780.0,24688.0,343.0,425.0,71.0,58.0,28.0,24.0,33635.0,228.0,306.0,805.0,9618.0,59.0,23422.0,,35322.0,560.0,33693.0,1069.0
25,2009,106071018,Contra Costa,2540 EAST STREET,CONCORD,94520,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,254,,17728.0,22357.0,2.0,5140.0,4537.0,6254.0,5358.0,5898.0,4855.0,2999.0,1940.0,2096.0,1005.0,5.0,1056.0,4739.0,9397.0,26.0,5738.0,949.0,18182.0,733.0,326.0,86.0,3.0,50.0,,38010.0,526.0,345.0,12753.0,7679.0,1692.0,11483.0,,40087.0,1138.0,35530.0,3419.0
26,2009,106074017,Contra Costa,6001 NORRIS CANYON ROAD,SAN RAMON,94583,General Acute Care,City and/or County,,Basic,,NO,123,,6552.0,7775.0,,1844.0,1827.0,1524.0,1849.0,2236.0,1865.0,1227.0,785.0,970.0,200.0,,1080.0,526.0,552.0,19.0,1086.0,88.0,10976.0,132.0,130.0,33.0,1.0,4.0,1.0,13930.0,12.0,52.0,342.0,2322.0,544.0,9817.0,,14327.0,109.0,14147.0,71.0
27,2009,106074097,Contra Costa,4501 SAND CREEK ROAD,ANTIOCH,94531,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,150,,10394.0,13707.0,,2815.0,3107.0,3004.0,2926.0,3496.0,2956.0,2137.0,1706.0,1427.0,527.0,,1494.0,4469.0,4897.0,70.0,828.0,1145.0,11198.0,179.0,245.0,19.0,24.0,45.0,2.0,23073.0,125.0,100.0,1960.0,4406.0,39.0,15916.0,,24101.0,220.0,22686.0,1195.0
28,2009,106084001,Del Norte,800 EAST WASHINGTON BOULEVARD,CRESCENT CITY,95531,General Acute Care,Non-Profit Corporation (incl. Church-related),Level IV,Basic,,NO,59,,9145.0,10364.0,,1797.0,1855.0,3315.0,2503.0,2920.0,2530.0,1664.0,1255.0,1250.0,420.0,,293.0,143.0,1102.0,861.0,121.0,28.0,16961.0,425.0,119.0,40.0,,6.0,14.0,18813.0,,91.0,8779.0,4550.0,741.0,3433.0,,19509.0,360.0,18772.0,377.0
29,2009,106090793,El Dorado,2170 SOUTH AVENUE,SOUTH LAKE TAHOE,96150,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,69,,8386.0,7932.0,,1904.0,2051.0,3344.0,2195.0,2206.0,2115.0,1073.0,600.0,438.0,392.0,,244.0,244.0,983.0,12.0,2227.0,65.0,12543.0,212.0,369.0,27.0,,29.0,31.0,15437.0,24.0,4.0,4787.0,1938.0,737.0,6383.0,,16318.0,176.0,15038.0,1104.0
30,2009,106090933,El Dorado,1100 MARSHALL WAY,PLACERVILLE,95667,General Acute Care,Non-Profit Corporation (incl. Church-related),Level III,Basic,,NO,91,,8518.0,10005.0,,2036.0,2361.0,2621.0,1893.0,2459.0,2216.0,1517.0,1303.0,1711.0,406.0,,116.0,135.0,1557.0,81.0,121.0,16.0,16497.0,611.0,156.0,53.0,31.0,32.0,,17373.0,65.0,121.0,5494.0,4124.0,668.0,6726.0,,18523.0,45.0,17876.0,602.0
31,2009,106100005,Fresno,2755 HERNDON AVENUE,CLOVIS,93612,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,109,,11167.0,16152.0,,2549.0,3605.0,5661.0,4455.0,3734.0,2837.0,1733.0,1125.0,1175.0,445.0,,804.0,873.0,11025.0,268.0,103.0,372.0,13874.0,299.0,,38.0,2.0,8.0,,26711.0,174.0,14.0,8134.0,3541.0,1296.0,10093.0,,27319.0,366.0,26264.0,689.0
32,2009,106100697,Fresno,1191 PHELPS AVENUE,COALINGA,93210,General Acute Care,District,,Standby,,NO,24,,5085.0,4295.0,,1736.0,1283.0,1571.0,1279.0,1258.0,1011.0,451.0,268.0,207.0,316.0,,91.0,426.0,5395.0,8.0,115.0,,3345.0,689.0,246.0,14.0,,,,8425.0,,6.0,1449.0,733.0,1805.0,4192.0,,9380.0,23.0,7301.0,2056.0
33,2009,106100717,Fresno,2823 FRESNO AND R STREETS,FRESNO,93721,General Acute Care,Non-Profit Corporation (incl. Church-related),Level I,Comprehensive,,YES,626,,41041.0,42438.0,6.0,7519.0,9710.0,18159.0,13761.0,14680.0,10385.0,4228.0,1842.0,1319.0,1880.0,2.0,2395.0,8993.0,43749.0,739.0,4228.0,739.0,22642.0,363.0,,250.0,72.0,71.0,9.0,80150.0,2116.0,136.0,38157.0,7748.0,12948.0,6786.0,,83485.0,1509.0,69571.0,12405.0
34,2009,106100797,Fresno,372 WEST CYPRESS AVENUE,REEDLEY,93654,General Acute Care,District,,Standby,,NO,44,,7005.0,8066.0,,3714.0,2451.0,2418.0,1750.0,1423.0,988.0,557.0,466.0,494.0,810.0,,91.0,54.0,4378.0,4.0,653.0,100.0,9791.0,401.0,628.0,35.0,,1.0,,13897.0,,6.0,8281.0,1492.0,205.0,2370.0,,15071.0,111.0,9997.0,4963.0
35,2009,106100899,Fresno,1303 EAST HERNDON AVENUE,FRESNO,93720,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,436,,22652.0,37177.0,1.0,5224.0,6755.0,12206.0,8612.0,7681.0,6110.0,4204.0,3599.0,4353.0,1086.0,,1886.0,6389.0,20207.0,132.0,1281.0,396.0,29539.0,288.0,694.0,86.0,,,,57809.0,473.0,148.0,24721.0,12529.0,1487.0,13988.0,,59830.0,955.0,57060.0,1815.0
36,2009,106104062,Fresno,7300 NORTH FRESNO STREET,FRESNO,93720,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,169,,8797.0,11286.0,1.0,1952.0,2459.0,2126.0,2027.0,2329.0,2353.0,1992.0,2346.0,2217.0,283.0,,1017.0,1561.0,6779.0,106.0,351.0,71.0,10199.0,130.0,293.0,23.0,17.0,22.0,14.0,18957.0,181.0,131.0,242.0,5655.0,130.0,12849.0,,20084.0,235.0,18869.0,980.0
37,2009,106110889,Glenn,1133 WEST SYCAMORE STREET,WILLOWS,95988,General Acute Care,Non-Profit Corporation (incl. Church-related),Level IV,Standby,,NO,47,,2272.0,2792.0,,574.0,633.0,869.0,633.0,773.0,596.0,385.0,220.0,256.0,125.0,,130.0,70.0,776.0,104.0,26.0,4.0,3954.0,226.0,36.0,9.0,,,,4702.0,50.0,39.0,1828.0,914.0,194.0,1207.0,,5064.0,21.0,4997.0,46.0
38,2009,106121002,Humboldt,3800 JANES ROAD,ARCATA,95521,General Acute Care,Investor - Corporation,,Basic,,NO,78,,7104.0,7516.0,3.0,1415.0,1778.0,3367.0,2299.0,1695.0,1680.0,943.0,615.0,600.0,231.0,,82.0,316.0,433.0,913.0,82.0,83.0,12714.0,185.0,187.0,24.0,1.0,,3.0,14120.0,92.0,,4776.0,2521.0,1440.0,4223.0,,14623.0,89.0,14363.0,171.0
39,2009,106121031,Humboldt,733 CEDAR STREET,GARBERVILLE,95542,General Acute Care,District,,Standby,,NO,9,,1410.0,1124.0,,198.0,235.0,461.0,353.0,352.0,439.0,204.0,141.0,124.0,27.0,,30.0,39.0,76.0,94.0,6.0,4.0,2285.0,28.0,60.0,5.0,,,,2271.0,8.0,,749.0,450.0,78.0,514.0,,2534.0,4.0,2495.0,35.0
40,2009,106121051,Humboldt,3300 RENNER DRIVE,FORTUNA,95540,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,35,,5382.0,6313.0,,1326.0,1415.0,2117.0,1605.0,1506.0,1419.0,828.0,543.0,683.0,253.0,,46.0,88.0,780.0,230.0,285.0,103.0,10163.0,325.0,67.0,9.0,2.0,,,11211.0,33.0,47.0,3884.0,2579.0,826.0,2630.0,,11695.0,21.0,11178.0,496.0
41,2009,106121080,Humboldt,2700 DOLBEER STREET,EUREKA,95501,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,146,,9424.0,10523.0,,1687.0,1927.0,3759.0,2921.0,2828.0,2750.0,1615.0,1038.0,1040.0,382.0,,341.0,619.0,724.0,669.0,444.0,227.0,16923.0,141.0,81.0,45.0,3.0,6.0,,19341.0,227.0,89.0,6063.0,4643.0,1948.0,4331.0,,19947.0,165.0,19481.0,301.0
42,2009,106130699,Imperial,1415 ROSS AVENUE,EL CENTRO,92243,General Acute Care,City and/or County,Level IV,Basic,,NO,165,,19731.0,22083.0,,7392.0,6007.0,6007.0,4650.0,4656.0,3915.0,2864.0,2474.0,2124.0,1725.0,,158.0,844.0,33980.0,14.0,576.0,92.0,6150.0,443.0,722.0,58.0,,,,40366.0,5.0,10.0,19277.0,7146.0,1891.0,9756.0,,41814.0,10190.0,19940.0,11684.0
43,2009,106130760,Imperial,207 WEST LEGION ROAD,BRAWLEY,92227,General Acute Care,District,Level IV,Basic,,NO,107,,17221.0,21505.0,,7743.0,5880.0,6503.0,4889.0,4294.0,3339.0,1787.0,1345.0,1098.0,1848.0,,84.0,814.0,29958.0,17.0,629.0,389.0,6835.0,491.0,531.0,32.0,1.0,3.0,,37415.0,,23.0,18006.0,4276.0,1703.0,11213.0,,38726.0,117.0,32965.0,5644.0
44,2009,106141273,Inyo,150 PIONEER LANE,BISHOP,93514,General Acute Care,District,,Basic,,NO,25,,3704.0,3555.0,,704.0,899.0,983.0,711.0,891.0,939.0,726.0,548.0,702.0,156.0,,42.0,35.0,984.0,700.0,25.0,79.0,5394.0,151.0,14.0,18.0,,,7.0,6911.0,,11.0,1689.0,1861.0,327.0,2538.0,,7259.0,4348.0,2731.0,180.0
45,2009,106141338,Inyo,501 EAST LOCUST STREET,LONE PINE,93545,General Acute Care,District,,Standby,,NO,4,,853.0,681.0,,134.0,166.0,193.0,148.0,221.0,232.0,174.0,100.0,137.0,29.0,,9.0,5.0,188.0,82.0,26.0,235.0,989.0,89.0,14.0,4.0,,,51.0,1371.0,1.0,4.0,259.0,310.0,143.0,574.0,,1534.0,15.0,1518.0,1.0
46,2009,106150706,Kern,1401 GARCES HIGHWAY,DELANO,93215,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,111,,9704.0,9712.0,1.0,4902.0,2774.0,3018.0,2371.0,1880.0,1384.0,783.0,524.0,427.0,1354.0,,696.0,472.0,15338.0,22.0,1228.0,118.0,1543.0,349.0,,56.0,,,537.0,18430.0,,44.0,10060.0,1569.0,1811.0,3120.0,,19417.0,119.0,12494.0,6804.0
47,2009,106150722,Kern,420 - 34TH STREET,BAKERSFIELD,93301,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,406,,18824.0,25858.0,,10332.0,6570.0,7834.0,5051.0,4169.0,3035.0,1799.0,1235.0,1047.0,3610.0,,382.0,4837.0,22695.0,65.0,1221.0,31.0,15451.0,292.0,235.0,55.0,,,3.0,43947.0,33.0,62.0,26357.0,4660.0,1000.0,6903.0,,44682.0,195.0,40048.0,4439.0
48,2009,106150736,Kern,1700 MOUNT VERNON AVENUE,BAKERSFIELD,93306,General Acute Care,City and/or County,Level II,Basic,,YES,197,,21365.0,18409.0,,4313.0,5063.0,8939.0,6058.0,6693.0,4975.0,1584.0,344.0,177.0,1628.0,,253.0,4292.0,6584.0,72.0,15514.0,133.0,12926.0,306.0,5842.0,159.0,34.0,,,33347.0,,,17601.0,1663.0,5246.0,5973.0,,39774.0,9418.0,23607.0,6749.0
49,2009,106150737,Kern,6412 LAUREL AVENUE,LAKE ISABELLA,93240,General Acute Care,District,,Standby,,NO,27,,3141.0,3399.0,,526.0,885.0,863.0,627.0,912.0,986.0,665.0,507.0,466.0,103.0,,16.0,49.0,359.0,45.0,21.0,332.0,5718.0,,,,,217.0,,5984.0,,3.0,2071.0,1783.0,229.0,1416.0,,6540.0,56.0,6473.0,11.0
50,2009,106150761,Kern,2215 TRUXTUN AVENUE,BAKERSFIELD,93301,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,144,,22209.0,27990.0,,8522.0,7458.0,9519.0,7087.0,5857.0,4286.0,2331.0,1549.0,1446.0,2144.0,,966.0,5559.0,19373.0,64.0,740.0,119.0,23378.0,736.0,537.0,167.0,6.0,14.0,17.0,48540.0,94.0,48.0,17634.0,5976.0,1409.0,17383.0,,50199.0,266.0,46056.0,3877.0
51,2009,106150782,Kern,1081 NORTH CHINA LAKE BLVD.,RIDGECREST,93555,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,55,,8541.0,10788.0,,2654.0,2521.0,3528.0,2546.0,2345.0,2087.0,1247.0,1060.0,746.0,595.0,,271.0,1258.0,2392.0,12.0,334.0,205.0,14857.0,293.0,77.0,24.0,1.0,,,18896.0,13.0,9.0,6172.0,3021.0,2341.0,5257.0,,19329.0,249.0,18605.0,475.0
52,2009,106150788,Kern,2615 CHESTER AVENUE,BAKERSFIELD,93301,General Acute Care,Non-Profit Corporation (incl. Church-related),,Basic,,NO,260,,17212.0,22250.0,3.0,7439.0,5170.0,6931.0,4889.0,4815.0,3603.0,1945.0,1282.0,996.0,2392.0,3.0,341.0,4810.0,18923.0,75.0,1499.0,59.0,13758.0,252.0,1328.0,37.0,3.0,5.0,2.0,37380.0,41.0,231.0,10100.0,3709.0,1438.0,17530.0,,39465.0,22.0,35552.0,3891.0
53,2009,106150808,Kern,115 WEST E STREET,TEHACHAPI,93561,General Acute Care,District,,Standby,,NO,28,,4936.0,5592.0,1.0,1756.0,1662.0,1533.0,1215.0,1270.0,1055.0,681.0,577.0,426.0,354.0,,65.0,502.0,1941.0,29.0,,287.0,7705.0,34.0,467.0,32.0,,,1.0,9374.0,,1.0,3937.0,2406.0,,,,10529.0,5.0,10190.0,334.0
54,2009,106154101,Kern,3001 SILLECT AVENUE,BAKERSFIELD,93308,General Acute Care,Investor - Corporation,,Basic,,NO,47,,2696.0,3040.0,,166.0,297.0,671.0,709.0,935.0,951.0,748.0,627.0,599.0,33.0,,24.0,339.0,1176.0,1.0,84.0,5.0,4107.0,71.0,245.0,37.0,4.0,,,5344.0,11.0,12.0,1248.0,2168.0,86.0,1504.0,,5736.0,30.0,5509.0,197.0
55,2009,106160702,Kings,1310 HANNA AVENUE,CORCORAN,93212,General Acute Care,District,,Standby,,NO,32,,3012.0,3397.0,,1490.0,991.0,1129.0,721.0,747.0,520.0,219.0,155.0,110.0,327.0,,12.0,360.0,4809.0,1.0,43.0,103.0,1081.0,143.0,29.0,12.0,,,,6223.0,2.0,,3174.0,622.0,417.0,1353.0,,6409.0,146.0,5109.0,1154.0
